,comment-en,comment-mg,sentiment
1316,"Even if this game is so underrated, even if so many people think this game is not really good, I'm going to tell you how this game can be great to play!","Na dia ambany be aza ity lalao ity, na dia betsaka aza ny olona mihevitra fa tsy dia tsara loatra ity lalao ity, dia holazaiko aminao ny fomba mety tsara amin'ity lalao ity!",1
1317,"Of the women Edita Gruberova, as you would expect, gives the overall polished performance, her pure voice ringing out like a bell with never a hint of a screech.","Amin'ireo vehivavy Edita Gruberova, araka ny nantenainao, dia manome ny fampisehoana voalambolambo amin'ny ankapobeny, ny feony madio maneno toy ny lakolosy tsy misy kiakiaka velively.",1
1318,"Anyways, maybe I am just spoiled from Halo and COD4. But it feels like they rushed this game out.","Na izany na tsy izany, angamba simba fotsiny avy amin'ny Halo sy COD4 aho. Saingy toa nandositra ity lalao ity izy ireo.",-1
1319,"If they want to make save with onl at SAVE POINT, then they should at least have one on every town...",Raha te-hanangom-bola amin'ny onl amin'ny SAVE POINT izy ireo dia tokony hanana iray farafaharatsiny isaky ny tanàna ...,-1
1320,"If you are looking for a game buy Star Fox Adventures or Mario Party 6, not this.","Raha mitady lalao ianao dia mividiana Star Fox Adventures na Mario Party 6, fa tsy ity.",-1
1321,i think it's much better than the original song...,heveriko fa tsara lavitra noho ilay hira tany am-boalohany...,1
1322,"At your farm, the only place (beside festivals) you can move around, all you do is care about your farm.","Ao amin'ny toeram-pambolenao, ny hany toerana (ankoron'ny fetibe) ahafahanao mivezivezy, ny hany ataonao dia ny mikarakara ny toeram-pambolenao.",-1
1323,"There are a lot of cool moves and fighting abilities you can use, but you will never need too.","Betsaka ny fihetsika mahafinaritra sy ny fahaiza-miady azonao ampiasaina, saingy tsy ilainao koa izany.",1
1324,"The 40 bucks I spent for this game is sorley missed, refund is desired k thanks.","Ny vola 40 lany tamin'ity lalao ity dia tsy hita, famerenam-bola no tadiavina k misaotra.",-1
1325,10. Eye on the prize - 5/5stars i give this five stars just because i like the chorus part.,10. Maso amin'ny loka - 5/5stars omeko kintana dimy ity satria tiako ny ampahany chorus.,1
1326,... Cons: No original illustrations to find.,... Cons: Tsy misy sary tany am-boalohany hita.,-1
1327,I like the wired remote w/ volume and bass controls & headphone and line-in jacks.,Tiako ny lavitr'ezaka w/volony sy ny fanaraha-maso bass & écouteur sy line-in jacks.,1
1328,"-100+ hours of pure RPG bliss, with an epic storyline to match.","-100+ ora fahasambarana RPG madio, miaraka amin'ny rindran-tantara epika hifanaraka.",1
1329,Nichole was the only saving grace to this (simply put) FLOP!!,Nichole no hany fahasoavana mahavonjy tamin'ity FLOP ity!!,-1
1330,"One of the best shooters of all time it is better on the Xbox than on the PC. Its graphics could have been a little bit better, but it is still one of the best Xbox launch titles.","Ny iray amin'ireo mpitifitra tsara indrindra amin'ny fotoana rehetra dia tsara kokoa amin'ny Xbox noho ny amin'ny PC. Mety ho tsara kokoa ny sariny, saingy mbola iray amin'ireo lohateny fandefasana Xbox tsara indrindra.",1
1331,Shane Black is back in a big way.,Niverina tamin'ny fomba lehibe i Shane Black.,1
1332,"Quin is of course the Gogo character, only stupider.","Quin dia mazava ho azy fa ny toetra Gogo, hadalana kokoa.",-1
1333,"Gameplay : 1/10 As you journey around, you have to battle against other monsters, and buy weapons/armour, like any other game.","Lalao: 1/10 Rehefa mandehandeha ianao dia tsy maintsy miady amin'ny biby goavam-be hafa, ary mividy fitaovam-piadiana/fiadiana, toy ny lalao hafa rehetra.",-1
1334,"Though...After spending some time in a level with pretty much the same exact music, it gets boring...and annoying...and after the whole game, the same tracks are used in atleast four different levels...I think....Maybe it's the same track in every level...","Na izany aza...Rehefa avy nandany fotoana kely tao amin'ny ambaratonga mitovy amin'ny mozika tena izy, dia mankaleo izany...ary mahasosotra...ary aorian'ny lalao iray manontolo, ireo hira mitovy dia ampiasaina amin'ny ambaratonga efatra samihafa fara-fahakeliny...Heveriko fa....Mety ho lalana iray ihany izany isaky ny ambaratonga...",-1
1335,I puzzled over the middle while he was lost at sea with the tiger.,Very hevitra teo afovoany aho raha very tany an-dranomasina niaraka tamin’ilay tigra izy.,-1
1336,I gave this game a 6 for the gameplay because of the lack of features they included in this version of the game versus the Xbox 1 version.,Nomeko 6 ho an'ny lalao ity lalao ity noho ny tsy fahampian'ny endri-javatra nampidirin'izy ireo tamin'ity dikan-teny ity amin'ny lalao Xbox 1.,-1
1337,I had a lot of problems with it accepting my DVD disks which play with no problems on my computer's DVD player which I'm sure is a cheaper player by far.,Nanana olana be dia be aho tamin'ny fanekena ny kapila DVD izay milalao tsy misy olana amin'ny mpilalao DVD an'ny solosainako izay azoko antoka fa mpilalao mora kokoa.,-1
1338,Hookup was easy and after dealing with a few issues caused by norton blocking the connection to the drive we are all good to go.,Mora ny Hookup ary rehefa avy niatrika olana vitsivitsy nateraky ny fanakanana ny fifandraisana amin'ny fiara i Norton dia afaka mandeha izahay.,1
1339,"Also with the illustration issue, the icons that represent the characters expressions when they're talking, were JUST FINE the way they were and I do not see how REDRAWING all of them enhanced the experience.","Miaraka amin'ny resaka fanoharana ihany koa, ny kisary maneho ny fitenin'ny olona rehefa miresaka izy ireo dia TSARA TSY MISY ary tsy hitako hoe ahoana no nanatsaran'ny REDRAWING azy rehetra ny traikefa.",-1
1340,it was loud and incomparable.,mafy sady tsy nisy nitovy.,-1
1341,"Then the bosses weren't even historically accurate, and it didn't take a historian to figure that out!","Dia tsy marina ara-tantara akory ireo sefo ireo, ary tsy nilain'ny mpahay tantara akory izany!",-1
1342,"""Disappointing"" I love the whole sims 2 series but for me this game was fun at first but got boring after 2 days.","""Disappointing"" tiako ny série sims 2 manontolo fa amiko dia nahafinaritra ity lalao ity tamin'ny voalohany fa nandreraka rehefa afaka 2 andro.",-1
1343,How could you possibly lose?,Ahoana no mety ho resy?,1
1344,I got it back a couple days later with post-it note hanging out on all sides!,Naveriny indray andro vitsivitsy taty aoriana niaraka tamin'ny naoty post-it mihantona amin'ny lafiny rehetra!,1
1345,"First of all, it is open to anybody, not just scientists, to show that materialism it not a complete explanation.","Voalohany indrindra, misokatra ho an'ny rehetra, fa tsy ny mpahay siansa, ny hampiseho fa ny materialisma dia tsy fanazavana feno.",-1
1346,"MUSIC & SOUND EFFECTS 0/10 The starting music is mute pressing material and when you get into the actual game, it does not change.",MOZIKA & FOTOANA 0/10 Ny mozika fanombohana dia fitaovana manindry mangina ary rehefa miditra amin'ny lalao tena izy dia tsy miova izany.,-1
1347,Pros: -One of the best RPG series ever of all time for ten pounds.,Tombontsoa: -Iray amin'ireo andiany RPG tsara indrindra hatramin'izay amin'ny folo kilao.,1
1348,"Then there is Vin Diesel. I can guarantee you, he was a much better bouncer than he ever will be an actor.","Avy eo dia misy Vin Diesel. Afaka manome toky anao aho, izy dia mpilalao baolina tsara kokoa noho ny ho mpilalao sarimihetsika.",-1
1349,"If you wanted to use a custom length of coaxial cable (in my case, I would have like to use shorter cables), or damaged the AC adapter and needed to replace it, you're pretty much out of luck, save for taking the unit apart and rewiring it.","Raha te hampiasa tariby coaxial mahazatra ianao (raha ny ahy, te hampiasa tariby fohy kokoa aho), na simba ny adaptatera AC ka mila manolo azy, dia tsy dia tsara vintana ianao, afa-tsy amin'ny fanavahana ny unit ary ny famerenana azy indray.",-1
1350,"And I agree the game should not be easy, but it is almost impossible, which really ruins a game based on stealth.","Ary ekeko fa tsy tokony ho mora ny lalao, fa saika tsy azo atao, izay tena manimba ny lalao mifototra amin'ny halatra.",-1
1351,"On the first look, the bag is great.","Amin'ny fijery voalohany, tsara ny kitapo.",1
1352,"Final thoughts: If your a die hard Smash Bros. fan, then you'll like this game.","Hevitra farany: Raha tena mpankafy Smash Bros. ianao, dia ho tianao ity lalao ity.",1
1353,Clearly the only goal of this PG horror was to attract children and depart them from their lunch-money by turning a childhood memory into a monster.,Mazava ho azy fa ny hany tanjona amin'ity fampihorohoroana PG ity dia ny hisarihana ny ankizy sy hanala azy ireo amin'ny vola antoandro amin'ny alàlan'ny famadihana ny fahatsiarovana ny fahazazana ho biby goavam-be.,-1
1354,"this is a complete, utter, and absolute failure on Canon's part to create a decent product.","Ity dia tsy fahombiazana tanteraka, tanteraka ary tanteraka amin'ny lafiny Canon amin'ny famoronana vokatra mendrika.",-1
1355,"Until Western Digital rethinks their strategy and changes this practice, their hard drives should be avoided and boycotted.","Mandra-pandinihan'ny Western Digital ny paikadiny sy hanovana io fomba fanao io, dia tokony hosorohina sy hatao ankivy ny kapila mafy ataon'izy ireo.",-1
1356,"But everything positive thing about it is completely negated by one thing: ... Cons: When ANY of the four ink cartridges are empty, all functionality is disabled.Scanner will not work unless all ink tanks are at acceptable levels.",Fa ny zavatra tsara rehetra momba izany dia mandà tanteraka amin'ny zavatra iray: ... Ny ratsy: Rehefa tsy misy na inona na inona amin'ireo kasety ranomainty efatra dia tsy miasa ny fampiasa rehetra.,-1
1357,The second thing that sets this game apart is the 4 races.,Ny zavatra faharoa mampiavaka ity lalao ity dia ny hazakazaka 4.,1
1358,The others have been going strong and they don't use much battery power.,Ny hafa efa lasa matanjaka ary tsy mampiasa bateria firy.,1
1359,I left the movie theatre wodering what the hell happened when they were in there?,Niala tao amin'ny sinema aho nanontany tena hoe inona no nitranga tamin'izy ireo tao?,-1
1360,"In addition to Count Dracula, Cornell, Reinhardt and Carrie all have a second enemy who will taunt you during the game, so this is no boring story!","Ho fanampin'ny Count Dracula, Cornell, Reinhardt ary Carrie dia samy manana fahavalo faharoa haneso anao mandritra ny lalao, ka tsy tantara mankaleo izany!",1
1361,"Of the eight actresses who portray the clueless Aviva, Wilkins stands out as the most memorable if not largely for her zaftig woman-child interpretation with her borderline gargantuan stature (the impression is of a giantess growing in mid-transformation with the sundresses nearly bursting from her ample body) but displays some real emotion in her confusion and dismay at just wanting to be loved and to love someone that makes her few moments on screen so memorable.","Amin'ireo mpilalao sarimihetsika valo izay maneho an'i Aviva tsy misy dikany, i Wilkins dia misongadina ho tsy hay hadinoina indrindra raha tsy noho ny fandikana ny vehivavy-zaftig azy miaraka amin'ny halehiben'ny halehiben'ny sisin-tany (ny fahatsapana dia ny giantess mitombo ao anatin'ny fiovan'ny toetr'andro miaraka amin'ny sundresses saika mipoitra avy amin'ny vatany feno) saingy mampiseho fihetseham-po tena izy amin'ny fotoana mety hitiavany sy ho tia olona vitsivitsy. écran tena tsy hay hadinoina.",1
1362,"Based loosely on a novel by Brett Halliday, ""Bodies Are Where You Find Them"", the story focuses on small-time petty New York City criminal Harold ""Harry"" Lockhart (Downey also making a fine comeback to comedy in a well-suited performance tailor made for his fast-talking, sharp minded spite) who winds up an unlikely actor wanna be when a Christmas-time burglary attempt has the pursued by cops Harry bolting unannounced into a late-night film audition where he finds himself overwrought with guilt of his partner's demise which adds hilarity to his 'motive' when he reads the script shoved into his hands which just happens to be a policier (!) and the casting agent Dabney Shaw(funnyman scene-stealer Miller) hires him on the spot.","Mifototra amin'ny tantara nosoratan'i Brett Halliday, ""Bodies are Where You Find Them"", ny tantara dia mifantoka amin'ny mpanao heloka bevava kely any New York City Harold ""Harry"" Lockhart (Downey koa dia manao fiverenana tsara amin'ny hatsikana amin'ny fampisehoana fampisehoana mifanentana tsara natao ho an'ny fitenenana haingana sy saina maranitra) izay nanafoana ny mpilalao sarimihetsika tsy azo inoana fa nanandrana ny Krismasy ny Harry. Niditra tsy nampoizina tao anatin'ny fitsapam-pahaizana tamin'ny alina izay nahitany ny tenany ho feno tsiny noho ny fahafatesan'ny namany izay nampiala voly ny 'antony' rehefa namaky ny script natosiky ny tanany izy izay sendra mpanao politika (!)",1
1363,"Kudos also to a viscerally uneasy turn by the lush Connor Tracy (late of ""FINAL DESTINATION 2"") as a blind medium in a scene that begs for more screen time development.","Misaotra an'i Connor Tracy (fararan'ny ""FINAL DESTINATION 2"") ho toy ny fitaovana jamba amin'ny sehatra iray izay mangataka fampivoarana fotoana bebe kokoa amin'ny efijery.",1
1364,The vibration reduction cannot be faulted even at maximum zoom.,Ny fampihenana ny vibration dia tsy azo tsiny na dia amin'ny zoom ambony indrindra aza.,1
1365,"There's a sequel to The Dark Storm as there generally is with this sub-genre, but that's no excuse to have such a flimsy table setter.","Misy tohin'ny The Dark Storm toy ny amin'ny ankapobeny miaraka amin'ity karazana sub-genre ity, saingy tsy fialan-tsiny izany raha manana mpanamboatra latabatra marefo toy izany.",-1
1366,"Still, Vincentes book is not a cookery-book but on the abstract and generic level and capable of being used in very different enviroments.","Na izany aza, ny boky Vincentes dia tsy boky fandrahoan-tsakafo fa amin'ny sehatra abstract sy generic ary azo ampiasaina amin'ny tontolo samihafa.",1
